id,timestamp,device,PCell_RSRP_max,PCell_RSRQ_max,PCell_RSSI_max,PCell_SNR_max,PCell_Downlink_Num_RBs,PCell_Downlink_Average_MCS,PCell_Downlink_bandwidth_MHz,PCell_Cell_Identity,PCell_freq_MHz,SCell_RSRP_max,SCell_RSRQ_max,SCell_RSSI_max,SCell_SNR_max,SCell_Downlink_Num_RBs,SCell_Downlink_Average_MCS,SCell_Downlink_bandwidth_MHz,SCell_Cell_Identity,SCell_freq_MHz,operator,Latitude,Longitude,Altitude,speed_kmh,COG,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,visibility,Traffic Jam Factor,area,target
Id_j3zfiitkvl,1624375842,pc3,-79.635625,-18.355,-40.233125,15.900999984741212,40476.0,27.0,20.0,2843405.0,2600.0,-67.22625,-17.8025,-30.6625,24.472000102996827,44344.0,26.0,20.0,2843400.0,1800.0,2,52.5112,13.371675,35.1,0.0,258.0,0.0244,0.01,23.82,23.82,14.92,0.57,1013.7,2.15,0.76,2.0,16.093,2.4933,Park,99800000.0
Id_6as4bbgcsm,1624365566,pc1,-71.5875,-8.206875,-40.853125,26.68299997329712,45747.0,28.0,20.0,30829824.0,1800.0,-83.894375,-8.17625,-57.005,21.61699996948242,47384.0,27.0,20.0,30829826.0,2600.0,1,52.51422333333333,13.349021666666667,30.1,35.0028,127.7,0.0,0.0,21.53,21.53,13.91,0.62,1013.6,2.43,0.95,4.0,16.093,2.5685,Park,59900000.0
Id_k5qazrhkfe,1624551704,pc1,-77.783125,-13.750625,-43.826875,21.830000076293945,94369.0,25.0,20.0,26369025.0,1800.0,,,,,,,,,,1,52.50663,13.34561,38.9,21.853600000000004,249.0,0.3362,0.46,18.84,18.84,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,7.70825,Park,88200000.0
Id_mp4zt1bba5,1624370905,pc3,-81.62125,-12.551875,-49.00125,11.273000020980836,63557.0,24.0,20.0,2819850.0,1800.0,,,,,,,,,,2,52.50576333333333,13.341571666666669,39.4,15.742,227.0,0.0087,0.01,22.47,22.47,14.76,0.62,1013.8,2.12,0.83,3.0,16.093,1.78053,Park,29400000.0
Id_vzmq5q2y7o,1624546449,pc1,-96.59,-9.300625,-67.339375,12.72899998664856,11528.0,18.0,20.0,26349058.0,1800.0,-100.474375,-9.165,-71.435,13.074000039100646,73556.0,22.0,20.0,26349061.0,2600.0,1,52.50985333333333,13.36143,34.9,10.186,276.2,0.2212,0.32,18.68,18.68,13.65,0.73,1017.9,2.16,0.99,2.0,16.093,2.89119,Park,61600000.0
Id_nfmt7p57m1,1624353984,pc1,-69.965,-9.239375,-46.495625,23.49099994659424,49183.0,25.0,20.0,34006528.0,1800.0,-79.4275,-9.08875,-51.24625,16.427000007629395,96280.0,23.0,20.0,34006530.0,2600.0,1,52.51550833333334,13.366933333333334,27.9,47.5964,83.4,0.0238,0.02,18.8,18.8,13.92,0.73,1012.2,4.23,0.97,4.0,16.093,0.62668,Park,133000000.0
Id_ui5oynigtu,1624371028,pc3,-69.370625,-12.18125,-37.099375,23.928000030517577,57988.0,26.0,20.0,2819850.0,1800.0,,,,,,,,,,2,52.50388333333333,13.34001,37.1,14.816,211.3,0.0075,0.01,22.42,22.42,14.69,0.62,1013.9,2.12,0.83,3.0,16.093,3.75452,Park,61900000.0
Id_ccs3m0m3wd,1624377210,pc3,-86.639375,-14.644375,-50.1575,1.4860000202059749,89973.0,13.0,20.0,2826249.0,1800.0,-87.854375,-12.935,-55.415,9.900999999046324,69100.0,24.0,20.0,2826246.0,2600.0,2,52.48819666666667,13.3008,51.7,5.1856,242.3,0.024,0.01,23.83,23.83,14.76,0.57,1013.7,2.22,0.76,2.0,16.093,3.72116,Residential,64599999.99999999
Id_onlnw0jmtj,1624544321,pc1,-80.42275280898876,-13.429073033707866,-46.57373595505618,18.662921326883723,83064.0,25.0,20.0,40782336.0,1800.0,-90.78804347826087,-14.9375,-56.03532608695652,20.755434720412545,89932.0,27.0,20.0,26358784.0,2600.0,1,52.48844166666667,13.303523333333333,47.8,0.0,274.5,0.1177,0.24,18.76,18.76,13.32,0.71,1017.9,1.99,0.99,3.0,16.093,2.70062,Residential,197000000.0
Id_zm9jrks25h,1624543531,pc1,-78.94875,-10.176875,-52.030625,14.193000025749209,88971.0,19.0,20.0,26795520.0,1800.0,-87.2975,-9.965,-56.34625,10.671999988555909,84852.0,17.0,20.0,26795523.0,2600.0,1,52.50054,13.331018333333333,26.3,23.15,265.2,0.1074,0.23,18.79,18.79,13.39,0.71,1017.9,1.97,0.99,3.0,16.093,3.8828,Residential,96900000.0
Id_ie20wzejza,1624547242,pc3,-103.489375,-13.87125,-70.873125,2.9429999973624943,67413.0,14.0,15.0,2824467.0,2000.0,,,,,,,,,,2,52.50059666666667,13.331708333333331,46.9,0.0,210.1,0.22,0.32,18.69,18.69,13.57,0.72,1017.9,2.16,0.99,2.0,16.093,2.17971,Residential,13000000.0
Id_jsw6rmp8d1,1624376387,pc3,-69.915,-12.30125,-37.38,20.20900011062622,24034.0,25.0,20.0,2940680.0,1800.0,-73.1075,-12.91375,-40.15,9.04400004863739,26690.0,23.0,20.0,2940687.0,2600.0,2,52.50447333333334,13.336025,41.0,17.408800000000003,293.3,0.0233,0.01,23.83,23.83,14.82,0.57,1013.7,2.17,0.76,2.0,16.093,3.14159,Residential,31300000.0
Id_md455jxhrl,1624355016,pc1,-72.88875,-11.97125,-42.75125,3.78799998998642,83660.0,19.0,20.0,26359552.0,1800.0,-78.483125,-10.85375,-47.205,13.26099997997284,48092.0,17.0,,,2600.0,1,52.504356666666666,13.336081666666669,20.2,0.0,265.2,0.0474,0.02,19.27,19.27,13.66,0.7,1012.5,4.05,0.96,4.0,16.093,3.14159,Residential,50600000.0
Id_jo9c7xl45u,1624548345,pc3,-82.996875,-12.696875,-51.47875,20.15199995994568,57691.0,26.0,15.0,3428117.0,2000.0,,,,,,,,,,2,52.49423166666666,13.288078333333331,41.1,1.1112,275.5,0.2132,0.32,18.64,18.64,13.47,0.72,1017.9,2.16,0.99,2.0,16.093,5.08317,Highway,54000000.0
Id_67nbw0n7r8,1624357238,pc1,-80.944375,-13.84875,-46.79375,20.11300005912781,49765.0,21.0,20.0,26367489.0,1800.0,,,,,,,,,,1,52.51484666666666,13.327721666666667,32.4,17.594,320.4,0.0454,0.02,19.31,19.31,13.7,0.7,1012.5,4.06,0.96,4.0,16.093,3.44126,Avenue,33100000.0
Id_gd1i2o241r,1624366221,pc1,-68.563125,-9.808125,-40.300625,21.21299987792969,44196.0,25.0,20.0,26358784.0,1800.0,-76.241875,-9.43,-46.733125,18.189999990463257,48115.0,22.0,,,2600.0,1,52.505925,13.341948333333333,33.0,24.076,252.9,0.0,0.0,21.56,21.56,13.92,0.62,1013.6,2.42,0.95,4.0,16.093,3.06372,Park,79900000.0
Id_3dbjgv5fwq,1624548564,pc3,-87.081875,-12.338125,-56.325625,11.524000000953674,17222.0,18.0,15.0,3499540.0,2000.0,,,,,,,,,,2,52.509435,13.285196666666666,32.7,33.336,22.2,0.2101,0.32,18.65,18.65,13.55,0.72,1017.9,2.14,0.99,2.0,16.093,4.7987,Highway,4850000.0
Id_cnyihmvb4f,1624349640,pc3,-92.6525,-21.49,-54.716875,7.282999995350837,98563.0,23.0,20.0,51708426.0,1800.0,,,,,,,,,,2,52.51284166666667,13.376966666666666,33.5,25.928,183.2,0.0645,0.04,18.14,18.14,14.09,0.77,1011.9,4.07,0.97,3.0,16.093,2.03966,Park,54100000.0
Id_nwxyasq463,1624546598,pc3,-92.385,-13.2925,-61.97375,5.675000030919909,59094.0,22.0,15.0,4078355.0,2000.0,,,,,,,,,,2,52.50971166666667,13.351648333333332,35.4,18.3348,264.7,0.2196,0.32,18.66,18.66,13.62,0.73,1017.9,2.16,0.99,2.0,16.093,2.29721,Park,26600000.0
Id_2c77zjqv56,1624551749,pc1,-91.731875,-14.745625,-56.984375,9.626999974250792,94850.0,18.0,20.0,26369025.0,1800.0,,,,,,,,,,1,52.506348333333335,13.344171666666666,41.7,0.0,247.4,0.3358,0.46,18.88,18.88,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,7.70825,Park,47300000.0
Id_l9bom0nord,1624372984,pc3,-85.275625,-12.17625,-52.384375,17.966999959945678,40665.0,24.0,20.0,2568970.0,1800.0,-93.949375,-12.241875,-61.0575,15.59400004863739,47114.0,17.0,20.0,2568967.0,2600.0,2,52.491645,13.304605,44.9,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.64798,Residential,65000000.0
Id_e8shrhgt4n,1624356530,pc1,-93.57554945054945,-17.968406593406595,-56.55631868131868,-0.8736263676495343,85562.0,17.0,20.0,28904449.0,1800.0,-93.17032967032966,-12.609203296703296,-60.385989010989015,1.9219780158210584,75796.0,15.0,,,2600.0,1,52.50999166666666,13.282231666666666,50.0,27.2244,70.3,0.0396,0.02,19.22,19.22,13.46,0.69,1012.5,4.09,0.96,4.0,16.093,2.17085,Highway,40300000.0
Id_3bs66e4i7r,1624368204,pc1,-96.116875,-15.283125,-61.24625,8.48899998664856,88876.0,19.0,20.0,34210561.0,1800.0,,,,,,,,,,1,52.49446,13.28662,38.0,6.1116,295.5,0.0,0.0,21.55,21.55,13.82,0.61,1013.7,2.4,0.95,4.0,16.093,9.55202,Highway,39600000.0
Id_gti8keol8b,1624549368,pc1,-96.56376262626264,-7.94949494949495,-67.27020202020202,13.433333315030492,93135.0,17.0,20.0,30829314.0,2600.0,-87.254375,-8.10875,-59.973125,12.86299993634224,94300.0,17.0,,,1800.0,1,52.514705,13.353646666666666,33.2,40.00320000000001,72.5,0.3362,0.46,18.84,18.84,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,1.09459,Park,49600000.0
Id_nqdtj4ioqq,1624365788,pc1,-68.65375,-9.724375,-39.44375,17.545000038146974,39458.0,27.0,20.0,30827264.0,1800.0,-71.048125,-9.360625,-41.37125,17.423999977111816,43426.0,24.0,20.0,30827266.0,2600.0,1,52.516133333333336,13.376526666666669,29.9,24.2612,84.8,0.0,0.0,21.5,21.5,13.95,0.62,1013.6,2.46,0.95,4.0,16.093,3.43395,Park,42200000.0
Id_4t858rfb6q,1624367948,pc1,-88.346875,-9.889375,-58.30375,15.614000034332276,21485.0,20.0,20.0,26947074.0,1800.0,-94.945,-9.743125,-65.238125,21.11899991989136,33296.0,24.0,,,2600.0,1,52.49282166666666,13.292921666666668,37.5,11.112,313.4,0.0,0.0,21.55,21.55,13.82,0.61,1013.7,2.4,0.95,4.0,16.093,8.69884,Highway,39100000.0
Id_p9h8q7qgib,1624544974,pc1,-80.266875,-14.265,-45.600625,17.566999979019165,91871.0,25.0,20.0,26365186.0,1800.0,-78.544375,-10.055625,-48.2575,16.189999995231627,82652.0,21.0,20.0,26365189.0,2600.0,1,52.510981666666666,13.298205,33.3,36.114,83.4,0.1151,0.24,18.76,18.76,13.4,0.71,1017.9,1.97,1.0,3.0,16.093,2.95344,Avenue,159000000.0
Id_675znps5ic,1624354695,pc1,-72.97875,-10.2875,-44.895625,16.93200005531311,45830.0,22.0,20.0,26358784.0,1800.0,-75.2025,-9.69,-44.505,20.362999935150143,46778.0,24.0,,,2600.0,1,52.506005,13.342076666666667,49.5,0.0,247.0,0.0465,0.02,19.31,19.31,13.73,0.7,1012.5,4.06,0.96,4.0,16.093,3.13292,Park,76600000.0
Id_833suinurx,1624354976,pc1,-76.924375,-10.061875,-49.563125,11.875000004768372,69650.0,17.0,20.0,26358785.0,1800.0,-79.6875,-9.680625,-49.3925,10.907999944686887,91164.0,24.0,,,2600.0,1,52.503281666666666,13.339273333333333,31.0,14.816,266.1,0.0474,0.02,19.27,19.27,13.66,0.7,1012.5,4.05,0.96,4.0,16.093,2.11047,Park,72200000.0
Id_f8byuhj8ig,1624547952,pc1,-91.758125,-10.41,-60.729375,13.514000024795532,71215.0,17.0,20.0,26947072.0,1800.0,-101.081875,-10.333125,-70.75,8.901000003814698,72904.0,21.0,,,2600.0,1,52.49366166666667,13.304783333333331,46.6,0.0,203.9,0.2148,0.32,18.65,18.65,13.49,0.72,1017.9,2.16,0.99,2.0,16.093,1.95863,Residential,55500000.0
Id_evu5q6nr0t,1624355692,pc1,-96.058125,-11.410625,-64.645,7.6280000102519985,24979.0,18.0,20.0,26947072.0,1800.0,-93.44875,-10.733125,-62.68375,15.272000036239625,46955.0,27.0,,,2600.0,1,52.49392666666667,13.304826666666669,42.4,0.0,189.0,0.0434,0.02,19.27,19.27,13.59,0.7,1012.5,4.1,0.96,4.0,16.093,0.97589,Residential,32100000.0
Id_e2q1nk5sdf,1624372711,pc3,-85.35875,-12.4225,-52.288125,17.78299997329712,40762.0,24.0,20.0,2568970.0,1800.0,-95.004375,-12.130625,-62.075625,15.300999975204467,48794.0,16.0,20.0,2568967.0,2600.0,2,52.491643333333336,13.304605,43.8,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.35085,Residential,59800000.0
Id_yrd7k0i7xc,1624349649,pc3,-98.07125,-18.745625,-59.1975,8.191000018119812,84584.0,22.0,20.0,2843400.0,1800.0,-101.566875,-20.14125,-60.331875,-0.2239999938011169,93264.0,16.0,,,2600.0,2,52.512413333333335,13.376633333333332,33.3,29.817200000000003,251.8,0.0645,0.04,18.14,18.14,14.09,0.77,1011.9,4.07,0.97,3.0,16.093,3.14159,Park,45100000.0
Id_bfu6nds8ot,1624548723,pc3,-100.065625,-14.67875,-66.588125,0.3080000007152557,44600.0,14.0,15.0,3282963.0,2000.0,,,,,,,,,,2,52.51072833333333,13.289141666666668,43.7,0.0,168.5,0.3335,0.47,18.93,18.93,13.56,0.71,1017.7,2.3,1.0,1.0,16.093,8.0705,Avenue,13400000.0
Id_i6twzsw1pp,1624547946,pc1,-91.126875,-10.24125,-60.161875,14.133000011444093,63914.0,19.0,20.0,26947072.0,1800.0,-100.816875,-10.110625,-70.70625,10.412999925613404,73504.0,23.0,,,2600.0,1,52.49366166666667,13.304783333333331,46.6,0.0,203.9,0.2148,0.32,18.65,18.65,13.49,0.72,1017.9,2.16,0.99,2.0,16.093,1.95863,Residential,54200000.0
Id_q0pnok6cvz,1624367507,pc1,-90.03,-15.62,-53.665,2.4099999941140413,51982.0,14.0,20.0,40782336.0,1800.0,-98.40625,-16.55125,-59.2675,1.2659999944269658,92974.0,18.0,20.0,26358784.0,2600.0,1,52.48883333333333,13.299225,46.9,6.6672,333.9,0.0,0.0,21.54,21.54,13.83,0.62,1013.7,2.42,0.95,4.0,16.093,9.37527,Highway,43000000.0
Id_mrc6ytjtnh,1624355952,pc1,-91.195,-17.42625,-55.78125,-0.4340000065416097,89478.0,15.0,20.0,40782336.0,1800.0,-99.595625,-15.849375,-62.5325,7.345000022649765,96452.0,16.0,20.0,26358784.0,2600.0,1,52.48893,13.299158333333333,46.9,36.299200000000006,320.0,0.0434,0.02,19.27,19.27,13.59,0.7,1012.5,4.1,0.96,4.0,16.093,6.82667,Highway,54100000.0
Id_vttv4ngjqu,1624544407,pc1,-80.196875,-14.77125,-45.19125,15.00900008201599,93721.0,22.0,20.0,40782336.0,1800.0,-85.905,-14.095,-51.74625,18.99600004196167,96680.0,22.0,20.0,26358784.0,2600.0,1,52.48807833333333,13.300611666666668,45.6,8.8896,230.2,0.1177,0.24,18.76,18.76,13.32,0.71,1017.9,1.99,0.99,3.0,16.093,3.97894,Residential,139000000.0
Id_kspj32l4zb,1624348475,pc1,-84.70125,-13.5525,-51.93375,16.77800005912781,81054.0,19.0,20.0,33802242.0,1800.0,-83.181875,-9.556875,-52.529375,15.71799997806549,71097.0,18.0,20.0,33802248.0,2600.0,1,52.51339166666666,13.335845,39.9,6.2968,76.7,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.14159,Avenue,91200000.0
Id_d8622x0s58,1624546655,pc1,-78.874375,-14.29875,-44.2025,17.99400007247925,90648.0,24.0,20.0,26369025.0,1800.0,,,,,,,,,,1,52.50665166666667,13.345646666666669,36.6,34.0768,245.2,0.2196,0.32,18.66,18.66,13.62,0.73,1017.9,2.16,0.99,2.0,16.093,8.53142,Park,84900000.0
Id_jdbnintrwk,1624553914,pc1,-83.99625,-14.984375,-48.8925,22.52700004577637,91429.0,26.0,20.0,33802242.0,1800.0,-88.958125,-10.15875,-58.036875,19.06599995613098,94484.0,21.0,20.0,33802248.0,2600.0,1,52.513495,13.335371666666669,28.8,0.0,84.4,0.3287,0.45,18.64,18.64,13.9,0.74,1017.4,2.41,1.0,1.0,16.093,2.01488,Avenue,160000000.0
Id_nz1qolysxr,1624349647,pc3,-104.04722222222222,-22.897916666666667,-61.22430555555555,-4.753333338184489,80060.0,14.0,20.0,51708426.0,1800.0,-108.20486111111111,-25.75,-61.55555555555556,-8.980555560853746,30496.0,0.0,,,2600.0,2,52.512458333333335,13.376843333333332,33.4,25.1872,244.0,0.0645,0.04,18.14,18.14,14.09,0.77,1011.9,4.07,0.97,3.0,16.093,3.14159,Park,12800000.0
Id_73tllqbc0u,1624547134,pc3,-84.33125,-13.61875,-49.97,2.966999974921346,95898.0,14.0,20.0,2940687.0,2600.0,-79.045,-12.02875,-49.533125,19.69600005149841,90552.0,21.0,,,1800.0,2,52.50385666666666,13.335131666666667,36.8,12.038,211.7,0.2217,0.32,18.67,18.67,13.57,0.72,1017.9,2.17,0.99,2.0,16.093,3.01559,Residential,75200000.0
Id_40f6rd72rq,1624377246,pc3,-80.116875,-12.5,-47.806875,18.55700004577637,39988.0,26.0,20.0,3428105.0,1800.0,,,,,,,,,,2,52.49096,13.29625,44.1,62.412400000000005,311.4,0.024,0.01,23.83,23.83,14.76,0.57,1013.7,2.22,0.76,2.0,16.093,6.28405,Highway,29300000.0
Id_omxoh9vl8c,1624544160,pc1,-94.680625,-10.701875,-63.963125,9.57199996948242,73039.0,14.0,20.0,26947072.0,1800.0,-99.655625,-10.311875,-68.620625,11.100000009536744,77320.0,23.0,,,2600.0,1,52.49364333333333,13.304755,38.0,0.0,191.2,0.1177,0.24,18.76,18.76,13.32,0.71,1017.9,1.99,0.99,3.0,16.093,3.97285,Residential,61500000.0
Id_qj0ku78rig,1624376515,pc3,-98.91875,-13.100625,-66.783125,5.295999988317489,35278.0,19.0,20.0,3286536.0,1800.0,-92.893125,-12.86125,-58.9375,10.626000003814696,42416.0,17.0,20.0,3286541.0,2600.0,2,52.50045,13.32993,47.2,22.5944,256.8,0.0235,0.01,23.85,23.85,14.81,0.57,1013.7,2.18,0.76,2.0,16.093,1.80765,Residential,32100000.0
Id_m4y8c2qa29,1624553002,pc3,-108.494375,-12.911875,-77.0975,5.688000003695488,69967.0,13.0,15.0,2568981.0,2000.0,,,,,,,,,,2,52.489995,13.30457,44.2,34.0768,183.2,0.2981,0.43,18.63,18.63,13.72,0.73,1017.4,2.44,1.0,1.0,16.093,1.0616,Residential,11500000.0
Id_2lq67s45l2,1624366079,pc1,-97.39125,-14.453125,-63.2875,12.077999987602231,44954.0,17.0,20.0,26369024.0,1800.0,,,,,,,,,,1,52.50982833333333,13.355803333333334,27.7,31.8544,261.2,0.0,0.0,21.53,21.53,13.93,0.62,1013.6,2.44,0.95,4.0,16.093,3.03033,Park,22700000.0
Id_d1hgzesw5y,1624356954,pc1,-94.74375,-17.734375,-57.544375,-0.5600000093132258,84265.0,15.0,20.0,29127680.0,1800.0,-97.311875,-12.86875,-63.625,2.044999977871776,95356.0,11.0,20.0,29127683.0,2600.0,1,52.51238166666667,13.319741666666667,36.2,18.7052,83.5,0.0442,0.02,19.31,19.31,13.68,0.7,1012.5,4.07,0.96,4.0,16.093,3.14159,Avenue,35500000.0
Id_du8fmp00ye,1624348759,pc1,-74.296875,-8.019375,-43.54875,26.260000038146973,97424.0,28.0,20.0,30829824.0,1800.0,-83.94875,-8.160625,-63.076875,24.694999980926514,97408.0,28.0,20.0,30829826.0,2600.0,1,52.5144,13.34829,38.3,0.0,80.2,0.065,0.04,18.14,18.14,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.43882,Park,136000000.0
Id_8jzq5y91i8,1624375888,pc3,-78.635,-18.29375,-39.356875,21.74800001144409,46192.0,27.0,20.0,2843405.0,2600.0,-66.694375,-17.10625,-30.795,24.83200002670288,29010.0,26.0,20.0,2843400.0,1800.0,2,52.51119833333333,13.371676666666666,35.1,0.0,258.0,0.0244,0.01,23.82,23.82,14.92,0.57,1013.7,2.15,0.76,2.0,16.093,3.0603,Park,94200000.0
Id_m8gfyhp9jq,1624355865,pc1,-83.303125,-14.0275,-48.38,16.08599997520447,48233.0,19.0,20.0,40782336.0,1800.0,-88.433125,-14.21,-52.666875,18.513999967575074,48647.0,25.0,20.0,26358784.0,2600.0,1,52.488481666666665,13.303416666666667,56.4,35.0028,274.4,0.0434,0.02,19.27,19.27,13.59,0.7,1012.5,4.1,0.96,4.0,16.093,2.23302,Residential,76600000.0
Id_g4i63sv396,1624543936,pc1,-88.341875,-14.660625,-53.328125,19.227000017166137,89149.0,25.0,20.0,28650241.0,1800.0,-91.3125,-9.354375,-60.58,20.91399995803833,95064.0,22.0,20.0,33802242.0,2600.0,1,52.49907666666667,13.308263333333333,42.6,9.630400000000002,255.9,0.1125,0.23,18.79,18.79,13.38,0.71,1017.9,1.97,0.99,3.0,16.093,2.58482,Residential,155000000.0
Id_xhb47atpsa,1624552201,pc1,-79.975,-10.03625,-49.22375,11.662000007629397,82029.0,19.0,20.0,26359553.0,1800.0,-81.401875,-9.94875,-50.74875,13.521999931335449,93532.0,21.0,,,2600.0,1,52.50379333333333,13.338131666666667,36.7,15.371600000000004,291.3,0.3231,0.45,18.63,18.63,13.83,0.74,1017.4,2.42,1.0,1.0,16.093,3.44274,Park,89500000.0
Id_y2ojv0ml2b,1624553080,pc3,-89.344375,-13.255625,-57.245625,7.780000004768372,49489.0,19.0,15.0,2826260.0,2000.0,,,,,,,,,,2,52.48809333333333,13.300616666666668,45.4,0.0,230.8,0.2981,0.43,18.63,18.63,13.72,0.73,1017.4,2.44,1.0,1.0,16.093,3.59225,Residential,23400000.0
Id_ylgyc9gfy2,1624377469,pc3,-105.18125,-14.4125,-70.828125,1.8990000037848949,38333.0,15.0,20.0,2948877.0,2600.0,,,,,,,,,,2,52.50069666666667,13.280208333333333,47.2,10.7416,349.2,0.025,0.01,23.87,23.87,14.71,0.57,1013.7,2.22,0.76,2.0,16.093,0.0,Highway,6790000.0
Id_9mvmp8v4c8,1624377738,pc3,-78.26875,-12.4775,-46.660625,18.265000019073486,43018.0,22.0,20.0,3499534.0,2600.0,,,,,,,,,,2,52.512345,13.286593333333334,29.9,0.0,10.0,0.0271,0.01,23.87,23.87,14.78,0.57,1013.7,2.21,0.76,2.0,16.093,7.50765,Avenue,34800000.0
Id_835f6fj4x2,1624542064,pc1,-93.78375,-14.825625,-58.515625,11.710000014305114,95884.0,18.0,20.0,26367489.0,1800.0,,,,,,,,,,1,52.51350166666667,13.33011,40.3,0.926,164.9,0.1075,0.23,18.77,18.77,13.43,0.71,1017.9,1.97,0.99,3.0,16.093,8.80702,Avenue,54300000.0
Id_lvd7oumddw,1624368414,pc1,-90.496875,-9.419375,-59.940625,12.677000002861025,45083.0,25.0,20.0,26347520.0,1800.0,-94.323125,-8.98625,-66.91875,18.808999967575076,31376.0,21.0,20.0,26347523.0,2600.0,1,52.50074333333333,13.280216666666666,40.9,52.41160000000001,349.1,0.0,0.0,21.59,21.59,13.83,0.61,1013.6,2.35,0.95,4.0,16.093,9.51093,Highway,40900000.0
Id_zd0frgbnhu,1624348530,pc3,-102.36625,-12.200625,-70.4925,8.734999997019768,61563.0,12.0,20.0,51842565.0,2600.0,-96.82875,-18.66,-59.058125,7.087000002861023,71577.0,17.0,20.0,51842568.0,1800.0,2,52.513635,13.338141666666669,34.3,34.817600000000006,83.8,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.75414,Park,69600000.0
Id_s2rt0xekn8,1624544390,pc1,-81.528125,-13.990625,-47.398125,14.69000005722046,57027.0,22.0,20.0,40782336.0,1800.0,-88.789375,-14.139375,-54.646875,14.983000030517578,95292.0,19.0,20.0,26358784.0,2600.0,1,52.48807833333333,13.300611666666668,45.6,0.0,231.0,0.1177,0.24,18.76,18.76,13.32,0.71,1017.9,1.99,0.99,3.0,16.093,3.97894,Residential,111000000.0
Id_66weyga9hk,1624370281,pc3,-89.64875,-8.40125,-63.145625,18.520000133514404,99980.0,25.0,20.0,3997711.0,2600.0,,,,,,,,,,2,52.51562166666667,13.367653333333331,32.8,17.2236,83.8,0.0093,0.01,22.35,22.35,14.8,0.62,1013.8,2.12,0.84,3.0,16.093,1.82751,Park,31000000.0
Id_zfzd2yi361,1624553196,pc1,-90.37625,-15.20875,-57.27875,11.135999994277954,73778.0,21.0,20.0,34210562.0,1800.0,,,,,,,,,,1,52.49646166666667,13.283695,32.2,75.3764,336.7,0.2948,0.43,18.66,18.66,13.73,0.73,1017.4,2.45,1.0,1.0,16.093,2.23501,Highway,60300000.0
Id_ewk9ofp73r,1624553904,pc1,-84.0075,-14.944375,-48.92125,20.70899991989136,91406.0,26.0,20.0,33802242.0,1800.0,-88.194375,-9.94375,-57.443125,20.002000045776366,88352.0,22.0,20.0,33802248.0,2600.0,1,52.513495,13.335371666666669,28.8,0.0,84.4,0.3287,0.45,18.64,18.64,13.9,0.74,1017.4,2.41,1.0,1.0,16.093,2.01488,Avenue,153000000.0
Id_q9nm9ggryx,1624542437,pc1,-85.258125,-10.376875,-55.043125,12.984999980926514,95703.0,15.0,20.0,34006785.0,1800.0,-92.26,-9.41,-65.72,17.679999942779542,97920.0,21.0,20.0,30827265.0,2600.0,1,52.515675,13.369461666666666,25.0,15.5568,84.2,0.0974,0.22,18.77,18.77,13.49,0.71,1017.9,1.97,0.99,3.0,16.093,1.42112,Park,88900000.0
Id_wbbddnmhm5,1624544207,pc1,-91.354375,-9.885,-61.571875,13.640000019073486,44837.0,16.0,20.0,26947072.0,1800.0,-97.19625,-9.33875,-66.5175,14.58800003051758,81168.0,19.0,,,2600.0,1,52.49235166666666,13.304708333333334,33.4,33.891600000000004,184.3,0.1177,0.24,18.76,18.76,13.32,0.71,1017.9,1.99,0.99,3.0,16.093,3.55498,Residential,79700000.0
Id_c84ypu58u9,1624548718,pc3,-103.465625,-15.33125,-69.331875,-1.0469999808073045,48853.0,12.0,15.0,3282963.0,2000.0,,,,,,,,,,2,52.51072833333333,13.289141666666668,43.7,0.0,168.5,0.3335,0.47,18.93,18.93,13.56,0.71,1017.7,2.3,1.0,1.0,16.093,8.0705,Avenue,5550000.0
Id_g3j9fxwoyc,1624368370,pc1,-85.30875,-15.183125,-49.53875,15.256000022888184,38027.0,24.0,20.0,34210562.0,1800.0,,,,,,,,,,1,52.49717833333333,13.283311666666666,34.0,13.7048,331.2,0.0,0.0,21.59,21.59,13.83,0.61,1013.6,2.35,0.95,4.0,16.093,9.55202,Highway,34200000.0
Id_wfmfs0cee8,1624354860,pc1,-64.909375,-9.9725,-34.92875,23.56800006866455,35612.0,26.0,20.0,26358785.0,1800.0,-76.36875,-9.951875,-46.405625,21.81800001144409,42293.0,23.0,,,2600.0,1,52.503751666666666,13.340013333333332,36.0,0.0,210.0,0.0474,0.02,19.27,19.27,13.66,0.7,1012.5,4.05,0.96,4.0,16.093,3.35804,Park,75500000.0
